Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status
Female,No,4,Graduate,Yes,1200000,1960000,5600000,24,Urban,No
Female,No,2,Not Graduate,No,1520000,1620000,2400000,24,Semiurban,No
Female,Yes,3,Graduate,Yes,1570000,1410000,10000000,24,Rural,No
Female,Yes,3,Graduate,No,1020000,620000,1200000,360,Rural,Yes
Male,No,1,Graduate,Yes,1680000,1910000,3000000,180,Urban,Yes
Male,No,1,Graduate,Yes,1530000,1190000,500000,180,Rural,Yes
Female,Yes,4,Not Graduate,No,1710000,1720000,6300000,24,Urban,Yes
Male,Yes,3,Graduate,Yes,540000,1000000,2900000,60,Semiurban,Yes
Female,Yes,3,Not Graduate,Yes,1410000,670000,900000,180,Urban,No
Female,No,2,Graduate,No,1130000,1800000,3000000,180,Semiurban,No
Male,Yes,4,Graduate,Yes,800000,580000,4000000,180,Urban,Yes
Male,Yes,4,Not Graduate,No,1050000,1020000,1100000,60,Rural,No
Male,Yes,3,Graduate,Yes,1730000,1190000,9500000,360,Rural,Yes
Male,No,3,Not Graduate,No,1590000,1560000,1200000,240,Rural,Yes
Male,No,2,Not Graduate,Yes,1490000,1250000,2600000,12,Urban,Yes
Female,No,2,Graduate,No,550000,940000,1200000,300,Rural,No
Male,Yes,4,Not Graduate,Yes,1720000,1360000,3000000,36,Semiurban,Yes
Male,Yes,2,Not Graduate,Yes,1070000,1400000,3700000,12,Rural,No
Male,Yes,3,Graduate,Yes,1990000,1740000,4700000,60,Semiurban,Yes
Female,Yes,4,Not Graduate,No,1770000,1170000,2400000,60,Semiurban,No
Male,No,3,Not Graduate,Yes,1860000,750000,7600000,24,Semiurban,Yes
Female,Yes,4,Graduate,Yes,1510000,1820000,600000,360,Urban,No
Male,Yes,4,Not Graduate,No,1360000,710000,4800000,24,Urban,Yes
Male,No,3,Graduate,No,990000,1570000,2900000,120,Urban,No
Female,Yes,4,Not Graduate,Yes,660000,1390000,7200000,120,Rural,Yes
Male,Yes,4,Graduate,No,1200000,950000,7100000,180,Semiurban,No
Male,Yes,2,Not Graduate,Yes,750000,1710000,4500000,36,Urban,Yes
Female,No,3,Not Graduate,No,1110000,1540000,5500000,240,Semiurban,Yes
Male,Yes,3,Graduate,No,1410000,1320000,2400000,120,Urban,Yes
Female,No,2,Not Graduate,No,770000,1540000,8600000,180,Semiurban,No
Female,Yes,4,Graduate,Yes,1610000,820000,2900000,180,Rural,No
Female,No,1,Not Graduate,Yes,880000,1830000,5400000,240,Rural,No
Female,No,1,Graduate,Yes,960000,1240000,1200000,240,Urban,Yes
Female,No,3,Graduate,Yes,550000,1480000,4300000,60,Semiurban,No
Male,Yes,2,Not Graduate,No,1020000,1330000,6700000,12,Semiurban,Yes
Male,Yes,4,Graduate,Yes,1720000,1600000,8200000,12,Urban,No
Male,No,2,Graduate,Yes,730000,1840000,1100000,12,Rural,Yes
Female,No,4,Not Graduate,Yes,690000,1390000,1200000,36,Rural,No
Female,Yes,3,Not Graduate,No,1960000,1040000,4100000,24,Rural,No
Female,No,3,Graduate,No,590000,1820000,5800000,120,Semiurban,Yes
Female,Yes,1,Graduate,Yes,1060000,1940000,6800000,120,Semiurban,No
Male,Yes,2,Graduate,No,610000,970000,7600000,120,Urban,No
Male,No,3,Not Graduate,No,1060000,800000,4500000,36,Rural,No
Female,No,2,Graduate,No,1320000,1800000,8800000,60,Rural,No
Female,Yes,3,Graduate,No,1520000,1140000,5000000,120,Urban,No
Male,Yes,4,Graduate,No,1990000,710000,10000000,36,Rural,No
Female,Yes,4,Not Graduate,Yes,1310000,1150000,3000000,180,Rural,Yes
Female,No,1,Graduate,No,1560000,860000,8300000,300,Semiurban,No
Female,Yes,3,Graduate,No,1540000,1010000,3600000,180,Rural,Yes
Male,No,1,Not Graduate,No,1420000,1070000,5100000,240,Urban,Yes
Male,No,1,Graduate,Yes,1790000,1760000,5200000,36,Semiurban,Yes
Female,Yes,3,Not Graduate,No,1240000,590000,1400000,24,Urban,Yes
Male,No,3,Graduate,No,1120000,1630000,8000000,24,Rural,Yes
Female,No,4,Not Graduate,No,1570000,790000,3100000,12,Urban,Yes
Female,No,1,Not Graduate,No,1610000,1500000,1700000,240,Urban,No
Male,No,4,Graduate,Yes,1840000,730000,1400000,12,Semiurban,Yes
Female,Yes,2,Graduate,Yes,1840000,950000,6100000,12,Rural,No
Female,Yes,2,Not Graduate,Yes,690000,530000,1800000,12,Rural,No
Male,No,1,Not Graduate,Yes,1000000,1840000,8100000,12,Rural,Yes
Female,No,1,Graduate,No,1210000,750000,2400000,180,Urban,Yes
Female,No,3,Graduate,Yes,1570000,900000,2800000,36,Semiurban,No
Female,No,3,Not Graduate,Yes,1880000,780000,2000000,24,Semiurban,Yes
Male,No,1,Graduate,Yes,1160000,1530000,9400000,36,Semiurban,No
Female,Yes,1,Graduate,No,1330000,1510000,7300000,300,Rural,Yes
Male,Yes,2,Graduate,Yes,670000,730000,6300000,60,Semiurban,Yes
Female,Yes,4,Graduate,No,1820000,840000,9800000,240,Rural,Yes
Female,Yes,2,Not Graduate,No,1030000,1170000,5000000,24,Urban,Yes
Female,No,2,Graduate,No,1850000,1890000,2600000,24,Urban,No
Female,No,4,Graduate,Yes,580000,1210000,4300000,240,Rural,Yes
Male,Yes,1,Not Graduate,Yes,840000,1980000,4900000,24,Urban,No
Male,Yes,1,Not Graduate,Yes,1440000,900000,9800000,36,Rural,Yes
Female,Yes,2,Graduate,Yes,1070000,1900000,9300000,12,Semiurban,Yes
Female,No,2,Graduate,No,1420000,1080000,2200000,60,Rural,No
Female,No,4,Not Graduate,Yes,550000,1820000,1300000,360,Rural,No
Female,No,3,Graduate,Yes,510000,1250000,2200000,180,Urban,No
Female,Yes,3,Not Graduate,Yes,1290000,600000,6800000,300,Urban,No
Female,Yes,1,Graduate,No,1650000,870000,2700000,240,Rural,No
Female,No,3,Graduate,No,1530000,730000,1600000,300,Rural,No
Female,No,1,Graduate,No,1210000,1730000,7900000,12,Urban,Yes
Male,No,1,Graduate,No,1230000,1970000,500000,12,Semiurban,No
Male,Yes,1,Graduate,Yes,1510000,1780000,6900000,300,Rural,No
Male,No,4,Graduate,No,1150000,1400000,900000,180,Rural,No
Female,No,2,Not Graduate,No,1800000,880000,3100000,180,Rural,Yes
Female,Yes,3,Graduate,Yes,740000,1940000,7500000,300,Urban,No
Female,No,4,Graduate,Yes,1290000,1960000,6000000,60,Urban,No
Male,No,3,Graduate,Yes,750000,1130000,8600000,12,Semiurban,Yes
Female,No,4,Graduate,No,1790000,1330000,6500000,240,Rural,No
Male,No,3,Not Graduate,No,1670000,1460000,2300000,24,Semiurban,Yes
Female,Yes,3,Not Graduate,Yes,1640000,950000,4200000,240,Semiurban,No
Male,No,2,Graduate,No,1010000,1620000,800000,300,Urban,No
Male,Yes,3,Graduate,Yes,1130000,1150000,9800000,180,Rural,Yes
Male,No,4,Not Graduate,Yes,1020000,1620000,4500000,24,Semiurban,Yes
Female,Yes,3,Graduate,No,520000,1590000,900000,240,Urban,No
Male,No,2,Graduate,Yes,1010000,930000,4300000,360,Urban,Yes
Female,No,3,Not Graduate,Yes,1300000,520000,4500000,12,Urban,Yes
Female,Yes,4,Not Graduate,No,1710000,1910000,2300000,180,Urban,No
Female,No,3,Graduate,No,570000,750000,7200000,240,Urban,Yes
Female,No,2,Graduate,No,1150000,1190000,7300000,60,Rural,No
Female,Yes,2,Not Graduate,No,830000,950000,2200000,240,Urban,Yes
Male,No,2,Not Graduate,Yes,1440000,860000,4500000,36,Semiurban,Yes
Female,No,2,Graduate,No,1460000,840000,5700000,360,Semiurban,Yes
Female,No,1,Graduate,No,1150000,1740000,3200000,12,Rural,No
Female,No,2,Not Graduate,Yes,1080000,1050000,2100000,60,Urban,No
Female,No,3,Graduate,Yes,990000,1590000,2000000,300,Urban,Yes
Female,Yes,3,Not Graduate,Yes,1860000,1640000,8500000,36,Semiurban,Yes
Male,Yes,3,Not Graduate,Yes,1650000,1660000,6200000,180,Semiurban,Yes
Male,No,3,Not Graduate,No,1330000,1950000,3100000,36,Urban,No
Female,No,1,Graduate,No,970000,1450000,3100000,24,Semiurban,No
Male,Yes,1,Not Graduate,No,1240000,1980000,500000,300,Rural,No
Male,Yes,1,Not Graduate,Yes,1770000,1070000,4900000,60,Urban,Yes
Female,Yes,3,Graduate,Yes,1670000,1190000,3100000,360,Rural,No
Male,Yes,4,Not Graduate,Yes,1010000,1950000,3900000,240,Semiurban,No
Female,Yes,4,Not Graduate,Yes,1420000,1380000,4100000,240,Urban,Yes
Male,Yes,3,Graduate,Yes,1240000,1860000,5200000,240,Semiurban,No
Male,No,2,Not Graduate,No,1550000,1120000,5400000,60,Semiurban,Yes
Male,No,2,Graduate,No,1480000,1340000,3800000,12,Urban,No
Female,No,3,Graduate,Yes,630000,1990000,6900000,36,Urban,No
Male,No,2,Not Graduate,Yes,1050000,710000,3100000,60,Rural,No
Male,No,2,Not Graduate,No,1520000,1710000,9200000,360,Semiurban,Yes
Female,Yes,4,Not Graduate,No,1520000,1330000,2500000,24,Urban,Yes
Female,Yes,3,Not Graduate,No,1990000,1040000,4400000,300,Rural,No
Male,Yes,1,Not Graduate,Yes,910000,1990000,8600000,300,Rural,Yes
Female,Yes,4,Graduate,Yes,1120000,1370000,7300000,12,Rural,Yes
Male,Yes,3,Graduate,Yes,1500000,780000,6100000,12,Semiurban,No
Male,Yes,3,Not Graduate,No,1830000,1900000,4500000,60,Rural,Yes
Female,No,4,Not Graduate,No,1310000,830000,8600000,240,Semiurban,Yes
Female,No,2,Graduate,No,900000,1980000,6700000,12,Semiurban,Yes
Female,Yes,2,Not Graduate,Yes,1720000,1360000,4900000,120,Rural,No
Male,No,4,Not Graduate,No,730000,1650000,1100000,300,Semiurban,Yes
Female,Yes,3,Not Graduate,Yes,1920000,720000,2200000,120,Rural,Yes
Male,No,1,Graduate,Yes,1900000,1720000,9300000,180,Urban,Yes
Female,Yes,3,Graduate,Yes,1280000,1290000,3600000,12,Semiurban,No
Male,Yes,1,Graduate,Yes,1160000,1440000,6900000,60,Rural,No
Female,No,1,Graduate,No,1490000,880000,6700000,300,Semiurban,No
Male,Yes,3,Not Graduate,Yes,660000,1440000,1400000,180,Rural,Yes
Female,No,3,Not Graduate,No,680000,880000,10000000,36,Urban,Yes
Male,No,3,Not Graduate,Yes,700000,1820000,1300000,24,Urban,No
Female,Yes,1,Graduate,No,1250000,1570000,8800000,36,Rural,No
Female,Yes,2,Not Graduate,No,570000,510000,2900000,360,Semiurban,Yes
Male,Yes,1,Graduate,Yes,1040000,1790000,9600000,360,Semiurban,No
Female,No,1,Not Graduate,Yes,1850000,1320000,5900000,60,Urban,Yes
Male,No,1,Graduate,Yes,640000,1080000,2000000,60,Semiurban,Yes
Male,Yes,4,Not Graduate,No,1510000,1240000,9600000,24,Semiurban,No
Female,Yes,2,Not Graduate,No,1480000,1310000,2400000,240,Rural,No
Male,Yes,1,Not Graduate,Yes,1530000,760000,5900000,12,Semiurban,No
Female,Yes,1,Not Graduate,Yes,1800000,560000,9500000,120,Semiurban,Yes
Female,Yes,4,Not Graduate,No,1610000,1780000,3000000,24,Semiurban,Yes
Male,Yes,1,Not Graduate,Yes,1820000,1320000,9400000,360,Semiurban,Yes
Female,Yes,2,Not Graduate,Yes,1920000,680000,9400000,240,Rural,No
Male,No,1,Not Graduate,Yes,800000,1810000,2600000,60,Urban,Yes
Male,No,2,Not Graduate,Yes,1200000,700000,1100000,36,Semiurban,No
Female,Yes,2,Graduate,No,1900000,850000,7200000,180,Urban,Yes
Female,Yes,3,Graduate,No,1520000,1570000,5600000,300,Rural,Yes
Male,No,4,Graduate,Yes,520000,1400000,2800000,180,Rural,Yes
Male,Yes,4,Graduate,Yes,1580000,970000,4300000,36,Urban,Yes
Female,No,4,Graduate,No,1920000,980000,3400000,36,Urban,No
Female,No,3,Graduate,Yes,1770000,1860000,4100000,120,Semiurban,Yes
Female,Yes,3,Not Graduate,Yes,1190000,1410000,4100000,36,Rural,Yes
Female,No,2,Not Graduate,No,1860000,880000,1300000,12,Urban,No
Male,No,4,Graduate,No,1630000,700000,9100000,60,Rural,No
Female,Yes,3,Graduate,No,670000,930000,9700000,36,Rural,Yes
Male,Yes,3,Not Graduate,No,1760000,1020000,5700000,180,Semiurban,No
Male,No,3,Not Graduate,No,1350000,1060000,4700000,120,Semiurban,No
Female,Yes,2,Not Graduate,No,1960000,1310000,7300000,24,Semiurban,Yes
Male,No,1,Not Graduate,No,1680000,1540000,8100000,24,Rural,Yes
Female,No,3,Graduate,Yes,1160000,810000,9100000,24,Semiurban,Yes
Male,No,3,Graduate,Yes,1930000,1910000,5300000,300,Urban,Yes
Female,No,3,Not Graduate,No,520000,560000,3000000,24,Semiurban,No
Male,No,4,Graduate,Yes,1230000,510000,3800000,12,Urban,Yes
Male,No,4,Graduate,No,750000,1760000,5000000,180,Rural,Yes
Female,Yes,3,Not Graduate,No,730000,1470000,9500000,120,Urban,Yes
Female,Yes,2,Not Graduate,No,1180000,1980000,5800000,36,Rural,Yes
Male,Yes,1,Not Graduate,Yes,1210000,1970000,4200000,60,Semiurban,Yes
Male,Yes,4,Not Graduate,No,820000,1970000,1300000,300,Urban,No
Female,No,1,Graduate,No,1880000,1550000,6600000,24,Semiurban,No
Male,No,3,Not Graduate,Yes,550000,640000,6200000,120,Urban,No
Female,No,4,Not Graduate,No,1810000,980000,6500000,120,Semiurban,Yes
Male,No,1,Graduate,Yes,1790000,1450000,8500000,60,Urban,Yes
Female,No,3,Not Graduate,Yes,1170000,1560000,2600000,24,Semiurban,Yes
Male,Yes,4,Not Graduate,No,1190000,1220000,1800000,120,Urban,Yes
Female,Yes,3,Graduate,No,810000,800000,8000000,12,Rural,Yes
Female,Yes,4,Not Graduate,Yes,980000,860000,8500000,180,Urban,Yes
Male,No,1,Not Graduate,No,620000,970000,1700000,60,Rural,Yes
Female,No,1,Graduate,No,530000,1950000,4600000,180,Semiurban,Yes
Male,Yes,4,Not Graduate,No,1380000,1610000,3000000,300,Urban,No
Female,No,2,Not Graduate,Yes,1340000,790000,9400000,180,Semiurban,Yes
Female,No,3,Graduate,No,1270000,1410000,5300000,180,Rural,Yes
Female,Yes,1,Graduate,No,1960000,1730000,3700000,240,Rural,No
Male,No,2,Not Graduate,No,890000,830000,2700000,12,Semiurban,No
Female,Yes,4,Not Graduate,Yes,1260000,1660000,5200000,240,Semiurban,Yes
Male,Yes,1,Not Graduate,No,730000,820000,2700000,300,Urban,No
Female,Yes,1,Not Graduate,Yes,1590000,1850000,3100000,180,Rural,Yes
Male,Yes,3,Graduate,Yes,1600000,1370000,8300000,360,Semiurban,Yes
Male,No,2,Graduate,Yes,1340000,640000,1800000,24,Semiurban,Yes
Male,No,3,Graduate,Yes,770000,1200000,700000,240,Urban,Yes
Female,No,4,Not Graduate,Yes,1810000,650000,3200000,24,Semiurban,Yes
Male,Yes,1,Graduate,Yes,1360000,1740000,9500000,300,Rural,Yes
Female,No,2,Not Graduate,Yes,1960000,1460000,4500000,240,Urban,Yes
Male,Yes,3,Not Graduate,Yes,1160000,1330000,5800000,60,Semiurban,No
Male,No,2,Graduate,Yes,1530000,790000,6400000,300,Semiurban,Yes
Male,No,4,Graduate,No,1730000,1380000,900000,120,Urban,No
Male,Yes,1,Graduate,Yes,790000,880000,600000,12,Semiurban,Yes
Female,No,2,Not Graduate,Yes,1270000,1330000,4300000,60,Semiurban,No
Male,Yes,4,Graduate,No,1700000,1280000,1500000,60,Urban,No
Male,Yes,4,Not Graduate,No,1590000,1850000,4700000,12,Rural,No
Female,No,1,Graduate,Yes,940000,1670000,2800000,36,Rural,Yes
Male,No,3,Not Graduate,No,910000,1040000,9900000,180,Urban,No
Male,No,1,Graduate,No,1410000,1560000,2100000,360,Rural,No
Male,No,1,Not Graduate,Yes,1870000,1570000,8900000,180,Semiurban,No
Male,Yes,2,Not Graduate,Yes,1770000,530000,4100000,24,Rural,No
Female,Yes,2,Graduate,Yes,1120000,1800000,1000000,24,Urban,No
Female,No,3,Not Graduate,Yes,1580000,860000,2000000,12,Urban,Yes
Male,No,4,Graduate,Yes,1920000,1890000,3600000,60,Rural,Yes
Female,No,2,Not Graduate,Yes,1550000,1660000,7400000,12,Semiurban,No
Female,Yes,3,Graduate,Yes,720000,1220000,9000000,240,Semiurban,No
Male,No,1,Graduate,Yes,810000,1940000,7900000,360,Urban,Yes
Female,Yes,4,Not Graduate,Yes,1990000,870000,7600000,300,Rural,Yes
Male,No,1,Graduate,No,1960000,1530000,7600000,240,Semiurban,No
Female,No,4,Not Graduate,No,1090000,870000,8600000,24,Urban,Yes
Female,Yes,2,Not Graduate,No,920000,1590000,6300000,24,Rural,Yes
Female,Yes,1,Graduate,No,1150000,1300000,9100000,36,Rural,Yes
Male,No,1,Graduate,No,1650000,600000,6800000,300,Rural,No
Female,Yes,4,Not Graduate,Yes,1520000,720000,7500000,24,Semiurban,Yes
Male,Yes,3,Not Graduate,Yes,1970000,1230000,4100000,24,Semiurban,No
Male,No,4,Not Graduate,Yes,1350000,1180000,9300000,60,Urban,Yes
Female,Yes,2,Not Graduate,Yes,530000,1700000,3300000,180,Urban,No
Male,Yes,3,Not Graduate,No,1050000,1940000,5500000,24,Urban,Yes
Female,No,1,Graduate,Yes,670000,610000,6400000,360,Semiurban,Yes
Male,No,1,Graduate,Yes,1970000,890000,8300000,360,Semiurban,No
Male,Yes,1,Not Graduate,No,1210000,580000,4300000,12,Semiurban,Yes
Female,No,2,Not Graduate,Yes,770000,1900000,4400000,12,Semiurban,No
Female,Yes,1,Not Graduate,No,1660000,690000,6800000,360,Rural,No
Female,Yes,1,Graduate,Yes,1010000,1970000,7100000,12,Rural,Yes
Female,Yes,3,Graduate,No,1270000,740000,6700000,240,Semiurban,Yes
Male,No,2,Graduate,No,590000,1450000,5700000,120,Semiurban,No
Male,Yes,1,Not Graduate,Yes,1430000,1460000,4700000,180,Urban,Yes
Male,Yes,3,Graduate,Yes,530000,1240000,5500000,60,Urban,No
Female,Yes,1,Graduate,Yes,1160000,1950000,6300000,24,Rural,No
Male,No,3,Graduate,Yes,1740000,540000,2300000,36,Rural,No
Female,No,1,Graduate,Yes,820000,750000,1900000,300,Urban,Yes
Male,No,2,Not Graduate,No,1940000,530000,3900000,24,Urban,Yes
Female,Yes,4,Not Graduate,No,910000,590000,7800000,240,Rural,Yes
Male,Yes,2,Graduate,No,540000,1440000,8200000,36,Semiurban,No
Male,No,3,Graduate,No,570000,1560000,9700000,24,Rural,Yes
Female,Yes,1,Not Graduate,Yes,1540000,530000,7300000,60,Urban,No
Male,Yes,2,Not Graduate,No,700000,900000,2300000,360,Urban,No
Female,Yes,1,Graduate,Yes,1210000,1060000,6800000,240,Rural,No
Male,Yes,2,Graduate,No,770000,1320000,9900000,360,Semiurban,No
Male,No,3,Graduate,Yes,1740000,1110000,9600000,120,Rural,Yes
Female,No,4,Not Graduate,Yes,1000000,1350000,8000000,12,Rural,Yes
Female,No,2,Graduate,Yes,1120000,1370000,6700000,36,Urban,Yes
Male,Yes,1,Not Graduate,Yes,1490000,1740000,4200000,24,Semiurban,Yes
Male,Yes,1,Graduate,No,1920000,690000,5700000,360,Urban,Yes
Male,No,1,Graduate,No,1780000,1380000,5900000,24,Semiurban,Yes
Male,No,3,Not Graduate,No,1490000,660000,6600000,240,Urban,Yes
Male,No,3,Graduate,No,1830000,1300000,2300000,120,Rural,No
Male,Yes,4,Graduate,No,1080000,930000,9800000,24,Semiurban,No
Female,No,1,Graduate,No,660000,1240000,1200000,36,Semiurban,Yes
Female,Yes,4,Graduate,Yes,1770000,1020000,3500000,300,Semiurban,No
Female,No,1,Graduate,No,1960000,520000,600000,24,Urban,Yes
Male,Yes,2,Not Graduate,Yes,1400000,560000,1300000,120,Semiurban,Yes
Male,Yes,2,Graduate,Yes,1790000,950000,600000,120,Rural,No
Male,No,2,Not Graduate,Yes,870000,810000,3000000,300,Urban,Yes
Female,Yes,1,Not Graduate,No,1320000,800000,9900000,120,Rural,Yes
Female,Yes,2,Not Graduate,Yes,1070000,1290000,9000000,36,Semiurban,Yes
Male,No,1,Not Graduate,No,510000,670000,1700000,36,Semiurban,Yes
Male,No,4,Graduate,No,1930000,1940000,6000000,60,Rural,No
Female,No,3,Not Graduate,No,610000,1300000,5700000,36,Rural,No
Female,Yes,2,Not Graduate,Yes,830000,1770000,8600000,12,Rural,Yes
Female,Yes,1,Not Graduate,Yes,1100000,1250000,3100000,360,Rural,No
Male,No,1,Not Graduate,No,1120000,1560000,7600000,300,Semiurban,Yes
Male,No,4,Not Graduate,No,970000,1030000,4200000,36,Rural,No
Male,Yes,4,Not Graduate,Yes,1910000,1920000,4700000,12,Semiurban,No
Female,No,3,Not Graduate,No,1050000,1850000,4900000,300,Urban,No
Female,No,4,Graduate,No,1160000,1520000,4600000,12,Urban,Yes
Male,Yes,3,Graduate,Yes,1530000,1300000,4900000,36,Urban,Yes
Male,Yes,3,Graduate,No,600000,1830000,500000,24,Urban,Yes
Female,No,4,Not Graduate,No,1230000,1060000,6100000,36,Urban,No
Male,Yes,3,Graduate,No,870000,500000,3900000,360,Rural,No
Female,Yes,2,Not Graduate,No,1610000,1000000,6000000,240,Rural,No
Female,No,3,Graduate,No,1820000,600000,1800000,240,Semiurban,Yes
Male,No,1,Graduate,No,1440000,500000,1100000,360,Urban,No
Female,No,1,Graduate,No,1900000,910000,7000000,360,Urban,No
Male,Yes,1,Graduate,Yes,790000,670000,7500000,24,Semiurban,No
Female,No,4,Not Graduate,Yes,1210000,950000,1100000,12,Rural,No
Female,Yes,1,Graduate,No,1590000,520000,900000,240,Rural,Yes
Male,No,4,Not Graduate,Yes,1430000,530000,5500000,240,Urban,No
Female,Yes,1,Graduate,No,690000,810000,6800000,300,Semiurban,No
Male,Yes,3,Graduate,No,1590000,1210000,5500000,24,Semiurban,No
Male,No,4,Not Graduate,Yes,1530000,880000,5100000,12,Urban,Yes
Female,Yes,1,Not Graduate,Yes,1880000,1860000,4400000,36,Rural,No
Male,No,3,Not Graduate,No,780000,510000,7600000,36,Urban,Yes
Male,No,4,Not Graduate,Yes,1920000,970000,9100000,120,Rural,Yes
Male,Yes,3,Not Graduate,Yes,1570000,1680000,3500000,300,Semiurban,No
Male,Yes,3,Graduate,Yes,1280000,1200000,8700000,12,Rural,Yes
Male,Yes,3,Not Graduate,No,1570000,710000,6200000,36,Rural,No
Male,No,4,Not Graduate,No,1670000,1930000,9600000,180,Urban,Yes
Female,No,4,Not Graduate,Yes,700000,660000,2900000,60,Urban,Yes
Male,No,2,Not Graduate,No,1080000,1450000,3700000,360,Rural,No
Female,No,2,Not Graduate,No,1300000,1340000,4200000,24,Urban,No
Female,No,2,Not Graduate,Yes,1490000,950000,3500000,36,Urban,No
Male,No,2,Graduate,No,1040000,1330000,1100000,24,Semiurban,No
Female,Yes,4,Not Graduate,Yes,520000,860000,6200000,24,Rural,No
Female,No,2,Not Graduate,Yes,880000,1840000,3400000,60,Rural,No
Male,No,1,Graduate,Yes,1570000,1720000,2200000,36,Urban,Yes
Male,No,2,Graduate,No,1840000,750000,1600000,300,Urban,Yes
Male,No,1,Graduate,No,1550000,1180000,6100000,180,Rural,No
Female,Yes,1,Graduate,No,1760000,1980000,6000000,12,Urban,Yes
Female,Yes,3,Graduate,No,1940000,1180000,800000,180,Rural,Yes
Male,Yes,3,Graduate,No,1550000,1640000,2900000,36,Rural,Yes
Male,No,3,Not Graduate,Yes,570000,1510000,2900000,36,Semiurban,No
Female,No,2,Graduate,Yes,1580000,830000,6600000,60,Rural,Yes
Female,No,4,Not Graduate,No,810000,1610000,8200000,300,Rural,Yes
Female,Yes,1,Graduate,No,1370000,1850000,500000,240,Rural,Yes
Female,No,4,Graduate,No,1300000,1440000,8300000,36,Urban,Yes
Male,No,4,Graduate,Yes,1500000,1130000,4000000,12,Semiurban,No
Female,Yes,2,Not Graduate,No,1670000,1090000,8200000,180,Semiurban,Yes
Female,Yes,4,Graduate,No,980000,1960000,4300000,12,Rural,Yes
Female,No,4,Graduate,No,990000,1020000,1400000,120,Rural,No
Female,Yes,3,Graduate,No,1550000,1440000,1500000,60,Rural,No
Male,No,3,Graduate,Yes,1400000,1330000,5700000,180,Urban,Yes
Male,No,1,Graduate,No,870000,1270000,2000000,24,Rural,No
Female,Yes,1,Graduate,No,1320000,1780000,5900000,24,Semiurban,Yes
Female,No,3,Not Graduate,No,770000,730000,600000,120,Rural,Yes
Male,Yes,2,Graduate,Yes,1180000,1210000,10000000,12,Semiurban,No
Male,Yes,2,Graduate,No,950000,1090000,800000,36,Semiurban,No
Female,No,1,Graduate,Yes,1030000,1710000,4100000,180,Rural,Yes
Female,Yes,3,Graduate,No,540000,1010000,2400000,12,Semiurban,Yes
Male,No,2,Graduate,No,600000,1440000,2200000,24,Urban,No
Male,No,4,Not Graduate,No,1220000,1650000,7700000,24,Urban,No
Male,Yes,1,Graduate,No,1500000,1480000,6600000,360,Urban,No
Male,Yes,1,Not Graduate,No,1950000,1670000,4200000,240,Semiurban,No
Male,Yes,4,Not Graduate,Yes,860000,1490000,5600000,24,Urban,No
Male,No,4,Graduate,No,1670000,530000,2200000,12,Urban,No
Female,No,1,Graduate,Yes,1430000,1210000,3400000,12,Rural,Yes
Male,No,4,Graduate,No,590000,1680000,5200000,360,Semiurban,No
Male,No,2,Not Graduate,No,900000,1150000,9400000,120,Urban,Yes
Male,No,1,Not Graduate,No,1680000,760000,4700000,300,Urban,Yes
Male,No,2,Graduate,No,1850000,1790000,3400000,120,Rural,No
Female,No,1,Graduate,No,610000,1520000,8500000,24,Urban,No
Female,Yes,2,Not Graduate,No,780000,800000,8200000,12,Rural,Yes
